"laptop_ID","Company","TypeName","Inches","ScreenResolution","Cpu","Ram (GB)","Storage (GB)","SSD or Flash","Gpu","OpSys","Weight","Price_euros"
"837","Acer","Netbook","11.6","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.35","355.00"
"838","Acer","Notebook","14","1920x1080","i3","8","128","1","Intel","Windows 10","1.5","619.00"
"839","Razer","Gaming","17.3","4k","i7","32","512","1","Nvidia","Windows 10","3.49","5499.00"
"840","Lenovo","Ultrabook","14","4k","i7","16","512","1","Intel","Windows 10","1.1","2099.00"
"841","Asus","Notebook","15.6","1920x1080","i5","4","1024","0","Nvidia","Linux","2.1","519.00"
"842","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.7","1186.00"
"843","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.32","1650.00"
"844","Dell","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","3.21","2774.63"
"845","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.9","2419.00"
"846","Toshiba","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.0","669.00"
"847","Lenovo","Notebook","14","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.5","325.00"
"848","Asus","Notebook","15.6","1920x1080","i5","8","128","0","Intel","Windows 10","2.3","590.00"
"849","Asus","Gaming","17.3","1920x1080","i7","16","512","1","Nvidia","Windows 10","2.73","1799.00"
"851","Dell","Gaming","17.3","1920x1080","i7","32","512","1","Nvidia","Windows 10","4.42","3072.89"
"852","HP","Notebook","17.3","1600x900","i5","8","1024","0","Nvidia","Windows 10","2.63","910.00"
"853","Dell","Notebook","15.6","1366x768","i5","8","128","1","Intel","Windows 10","2.18","713.99"
"854","HP","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 7","1.54","1870.00"
"855","Dell","Notebook","15.6","1920x1080","i7","4","256","1","AMD","Windows 10","2.18","739.00"
"856","HP","2 in 1 Convertible","11.6","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.4","615.00"
"857","Asus","Ultrabook","13.3","1920x1080","i5","8","512","1","Nvidia","Windows 10","1.45","1026.00"
"858","HP","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.28","2277.00"
"859","HP","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 10","1.54","1468.00"
"860","HP","Notebook","15.6","1366x768","Celeron","4","128","1","Intel","No OS","1.86","299.00"
"862","Asus","Gaming","15.6","1920x1080","i7","16","128","1","Nvidia","Windows 10","2.1","1899.00"
"863","Dell","Notebook","17.3","1920x1080","i7","8","1024","0","AMD","Linux","2.83","865.00"
"864","Lenovo","Ultrabook","14","1920x1080","i7","8","256","1","Nvidia","Windows 10","1.96","1903.00"
"865","Asus","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.3","787.00"
"866","Dell","Notebook","15.6","1920x1080","i5","8","128","1","Intel","Windows 10","1.9","945.00"
"867","Asus","Notebook","15.6","1366x768","Quad Core","4","1024","0","Intel","Windows 10","2","449.00"
"868","HP","2 in 1 Convertible","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.28","2559.00"
"869","Dell","Notebook","13.3","1920x1080","i5","8","1024","0","Intel","Windows 10","1.62","649.00"
"870","Lenovo","Notebook","15.6","1920x1080","i3","4","1024","0","Intel","No OS","2.2","469.00"
"871","Lenovo","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Windows 10","2.3","850.66"
"872","HP","Notebook","15.6","1920x1080","i5","8","256","1","AMD","Windows 10","1.84","1349.00"
"873","Toshiba","Notebook","13.3","1920x1080","i5","4","128","1","Intel","Windows 10","1.05","1285.00"
"874","Lenovo","Gaming","15.6","1920x1080","i5","8","1024","0","Nvidia","No OS","2.5","1017.00"
"875","Dell","Ultrabook","13.3","4k","i7","16","512","1","Intel","Windows 10","1.29","2240.00"
"876","HP","Notebook","15.6","1920x1080","i5","4","512","0","Intel","Windows 10","2.07","910.00"
"877","Toshiba","Ultrabook","13.3","1366x768","i5","8","256","1","Intel","Windows 10","1.2","1095.00"
"878","Lenovo","2 in 1 Convertible","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.37","1950.00"
"879","Acer","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.56","902.00"
"880","Dell","Workstation","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.23","1778.00"
"881","Lenovo","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.38","1055.00"
"882","Lenovo","Notebook","15.6","1920x1080","i3","4","1024","0","AMD","No OS","2.2","479.00"
"883","Toshiba","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2.0","1388.00"
"884","Lenovo","Notebook","13.3","1920x1080","i3","4","64","1","Intel","Windows 10","1.44","735.00"
"885","Samsung","Ultrabook","15","1920x1080","i7","16","256","1","Nvidia","Windows 10","1.23","1849.00"
"886","Dell","Ultrabook","12.5","1920x1080","i7","8","256","1","Intel","Windows 10","1.6","1690.00"
"887","Asus","Notebook","15.6","1366x768","Quad Core","4","1024","0","Intel","Linux","2","398.99"
"888","Xiaomi","Ultrabook","13.3","1920x1080","i5","8","256","1","Nvidia","Windows 10","1.28","935.00"
"889","Dell","Notebook","15.6","1920x1080","i5","4","128","1","Nvidia","Windows 10","2.18","912.50"
"890","HP","Notebook","15.6","1920x1080","i5","4","256","1","Intel","Windows 10","2.04","839.00"
"891","HP","2 in 1 Convertible","13.3","1920x1080","i5","4","256","1","Intel","Windows 10","1.28","1700.00"
"892","HP","2 in 1 Convertible","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.3","684.80"
"893","Asus","Notebook","14.1","1366x768","Celeron","4","32","1","Intel","Windows 10","1.65","348.00"
"894","Lenovo","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.2","669.00"
"895","Dell","Notebook","15.6","1366x768","Quad Core","4","512","0","Intel","Windows 10","2.2","369.00"
"896","HP","2 in 1 Convertible","13.3","1920x1080","i5","4","256","1","Intel","Windows 10","1.28","1799.00"
"897","Dell","Notebook","15.6","1366x768","i3","4","1024","0","AMD","Linux","2.18","455.70"
"898","Asus","Gaming","17.3","1920x1080","i5","12","128","1","Nvidia","Windows 10","2.2","1369.90"
"899","Acer","Netbook","11.6","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.25","297.00"
"900","Lenovo","Notebook","17.3","1600x900","AMD","4","512","0","AMD","Windows 10","2.8","379.00"
"901","HP","Notebook","14","1920x1080","i5","4","128","1","Intel","Windows 10","1.95","1265.00"
"902","HP","2 in 1 Convertible","13.3","4k","i7","16","256","1","Intel","Windows 10","1.42","1399.00"
"903","Samsung","Ultrabook","15","1920x1080","i7","8","256","1","Intel","Windows 10","1.17","1699.00"
"904","Lenovo","Ultrabook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.32","1799.00"
"905","MSI","Gaming","17.3","4k","i7","16","512","1","Nvidia","Windows 10","2.43","2649.00"
"906","Toshiba","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.05","1475.00"
"908","Dell","Gaming","15.6","1920x1080","i7","8","1024","0","Nvidia","Linux","2.62","929.00"
"909","HP","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.04","900.00"
"910","Dell","Notebook","15.6","1366x768","i3","4","1024","0","AMD","Windows 10","2.18","614.00"
"911","Dell","Notebook","15.6","1920x1080","i5","8","512","0","Intel","Windows 10","1.9","935.00"
"912","Dell","2 in 1 Convertible","13.3","4k","i7","8","512","1","Intel","Windows 10","1.24","2013.10"
"913","Asus","Gaming","17.3","1920x1080","i7","32","256","1","Nvidia","Windows 10","3.58","1279.00"
"914","Dell","2 in 1 Convertible","13.3","1920x1080","i7","16","256","1","Intel","Windows 10","1.22","1649.00"
"915","Lenovo","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.13","2049.00"
"916","Lenovo","Notebook","15.6","1920x1080","i5","8","512","1","Intel","Windows 10","1.95","1962.99"
"917","LG","Ultrabook","15.6","1920x1080","i7","16","512","1","Intel","Windows 10","1.08","2099.00"
"918","HP","Netbook","12.5","1920x1080","i7","8","512","1","Intel","Windows 10","1.26","1483.00"
"919","Acer","Notebook","15.6","1920x1080","Celeron","4","16","1","Intel","Chrome OS","2.20","359.00"
"920","Lenovo","Notebook","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.6","789.00"
"922","LG","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 10","0.98","1899.00"
"923","Dell","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.6","1205.00"
"924","HP","Ultrabook","12.5","4k","Core M","8","256","1","Intel","Windows 10","1.09","3100.00"
"925","Lenovo","Notebook","15.6","1920x1080","i7","6","256","1","Nvidia","Windows 10","2.2","789.00"
"926","HP","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.04","1018.99"
"927","Acer","Notebook","15.6","1920x1080","i3","4","1024","0","Intel","Windows 10","2.4","499.00"
"928","Lenovo","Notebook","13.3","1920x1080","i5","4","128","1","Intel","Windows 10","1.44","881.00"
"930","HP","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.49","960.00"
"931","MSI","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.7","1599.00"
"932","Dell","Gaming","15.6","1920x1080","i7","16","128","1","Nvidia","Windows 10","2.6","1349.00"
"933","MSI","Gaming","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.2","1119.91"
"934","Dell","Notebook","15.6","1366x768","i5","4","1024","0","AMD","Windows 10","2.18","684.99"
"935","HP","Ultrabook","15.6","1920x1080","i7","8","256","1","AMD","Windows 10","1.84","1296.99"
"936","HP","Ultrabook","13.3","4k","i7","8","256","1","Intel","Windows 10","1.39","1149.00"
"937","Toshiba","Notebook","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.4","1975.00"
"938","Lenovo","2 in 1 Convertible","13.3","1920x1080","i5","8","512","1","Intel","Windows 10","1.37","1825.00"
"939","Dell","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","1.95","729.90"
"940","Lenovo","Ultrabook","12.5","1920x1080","i7","8","256","1","Intel","Windows 10","1.36","1650.00"
"941","HP","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.31","1165.00"
"942","Dell","Notebook","15.6","1366x768","i5","4","1024","0","Intel","Windows 10","2.18","708.06"
"943","HP","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","1.95","1149.00"
"944","Lenovo","Notebook","15.6","1366x768","Quad Core","4","1024","0","Intel","Windows 10","2.2","309.00"
"945","HP","Ultrabook","12.5","1920x1080","i5","4","512","0","Intel","Windows 10","1.26","1579.00"
"946","HP","Notebook","15.6","1366x768","Celeron","4","1024","0","Intel","No OS","1.86","288.90"
"947","Lenovo","2 in 1 Convertible","13.3","4k","i7","16","1024","1","Intel","Windows 10","1.3","1799.00"
"948","Toshiba","Notebook","14","1920x1080","i5","4","128","1","Intel","Windows 10","1.47","1105.00"
"949","HP","Netbook","12.5","1920x1080","i5","8","256","1","Intel","Windows 10","1.26","1669.00"
"950","Dell","Notebook","15.6","1366x768","i3","4","1024","0","Intel","Windows 10","2.18","558.60"
"951","MSI","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.2","1199.00"
"952","Dell","Ultrabook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.36","1639.00"
"953","Dell","Gaming","17.3","4k","i7","16","512","1","Nvidia","Windows 10","4.36","2758.00"
"954","HP","Gaming","17.3","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.75","1399.00"
"955","Asus","Notebook","17.3","1600x900","Quad Core","4","1024","0","Nvidia","Windows 10","2.8","530.00"
"956","Acer","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.23","619.00"
"957","Toshiba","Notebook","15.6","1366x768","i5","8","256","1","Intel","Windows 10","2.2","1119.00"
"958","Lenovo","2 in 1 Convertible","11.3","1920x1080","Core M","8","256","1","Intel","Windows 10","1.1","1299.00"
"959","Lenovo","Gaming","15.6","1920x1080","AMD","16","512","1","AMD","Windows 10","2.5","999.00"
"960","Dell","Ultrabook","12.5","1920x1080","i5","8","256","1","Intel","Windows 10","1.36","1472.20"
"961","Lenovo","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","No OS","2.2","685.00"
"962","Dell","Notebook","17.3","1600x900","i3","4","1024","0","AMD","Windows 10","2.36","659.00"
"963","Acer","Notebook","14","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.68","349.00"
"964","HP","Workstation","15.6","1920x1080","i7","8","8","1","Nvidia","Windows 10","2.0","2249.00"
"965","Dell","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.36","1775.00"
"966","Toshiba","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 7","1.2","1460.00"
"967","Asus","2 in 1 Convertible","12.5","1920x1080","Core M","8","64","1","Intel","Chrome OS","1.2","1159.00"
"968","Lenovo","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.7","1488.99"
"969","Dell","Gaming","17.3","4k","i7","16","512","1","Nvidia","Windows 10","4.36","3154.00"
"970","Dell","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.24","1899.00"
"971","HP","2 in 1 Convertible","11.6","1366x768","Quad Core","4","256","1","Intel","Windows 10","1.45","775.00"
"972","Dell","Ultrabook","13.3","4k","i7","8","256","1","Intel","Windows 10","1.3","1268.00"
"973","Acer","2 in 1 Convertible","11.6","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.25","389.00"
"974","Toshiba","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.2","1535.00"
"975","Lenovo","Ultrabook","12.5","1920x1080","i5","8","256","1","Intel","Windows 10","1.36","1760.00"
"976","Acer","Notebook","15.6","1920x1080","i5","12","128","1","Nvidia","Windows 10","2.4","1009.00"
"977","Toshiba","Ultrabook","12.5","1920x1080","i7","8","512","1","Intel","Windows 10","1.1","1790.00"
"978","HP","Notebook","15.6","1366x768","i5","8","1024","0","Nvidia","Windows 10","2.04","846.50"
"979","Dell","Notebook","15.6","1366x768","i3","4","1024","0","AMD","Linux","2.25","465.62"
"980","Dell","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","1.9","825.00"
"981","HP","Notebook","15.6","1920x1080","i3","4","512","0","Intel","Windows 10","2.04","685.00"
"982","Dell","Gaming","17.3","1920x1080","i7","32","256","1","Nvidia","Windows 10","4.42","3149.00"
"983","Lenovo","Notebook","15.6","1920x1080","i5","6","256","1","Nvidia","Windows 10","2.4","695.00"
"984","Dell","2 in 1 Convertible","13.3","4k","i7","16","512","1","Intel","Windows 10","1.22","1899.00"
"985","Dell","Ultrabook","14","4k","i7","8","256","1","Intel","Windows 10","1.5","1962.98"
"986","Dell","Gaming","17.3","1920x1080","i7","32","256","1","Nvidia","Windows 10","4.42","2800.00"
"987","Toshiba","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.95","1180.00"
"988","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.73","2049.90"
"989","HP","Notebook","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.04","979.00"
"990","Lenovo","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 7","1.70","1002.00"
"991","Asus","2 in 1 Convertible","15.6","4k","i7","16","512","1","Nvidia","Windows 10","2.3","1799.00"
"992","HP","Notebook","15.6","1366x768","i7","6","1024","0","Intel","Windows 10","2.04","579.00"
"993","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.99","1749.00"
"994","Dell","2 in 1 Convertible","15.6","1920x1080","i7","12","512","1","Intel","Windows 10","2.19","1299.00"
"995","Toshiba","Notebook","13.3","1920x1080","i5","4","128","1","Intel","Windows 7","1.2","1195.00"
"996","Lenovo","Notebook","15.6","1920x1080","AMD","6","256","1","AMD","Windows 10","2.2","549.00"
"998","Toshiba","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","1.75","915.00"
"999","Dell","Notebook","15.6","1366x768","i5","4","512","0","AMD","Windows 10","2.25","599.00"
"1000","HP","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Windows 10","2.04","806.00"
"1001","Lenovo","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.5","1189.00"
"1002","Dell","Notebook","15.6","1366x768","i7","8","1024","0","AMD","Windows 10","2.36","749.00"
"1003","Dell","Notebook","14","1920x1080","i5","8","128","1","Intel","Windows 10","1.6","1119.00"
"1004","HP","Netbook","12.5","1920x1080","Core M","8","512","1","Intel","Windows 10","0.97","1908.00"
"1005","HP","Notebook","15.6","1920x1080","i3","4","128","1","AMD","Windows 10","2.1","499.00"
"1006","Lenovo","Notebook","15.6","1366x768","Celeron","4","128","1","Intel","No OS","1.9","270.62"
"1007","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.3","1349.00"
"1008","Dell","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.68","889.00"
"1009","Asus","Notebook","13.3","4k","i5","8","256","1","Intel","Windows 10","1.4","1150.00"
"1010","HP","Ultrabook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.11","1349.00"
"1011","Acer","Notebook","15.6","1366x768","Quad Core","4","512","0","Intel","Windows 10","2.4","380.00"
"1012","Asus","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.5","1799.00"
"1013","HP","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 10","1.48","2089.00"
"1014","Acer","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.7","1260.00"
"1015","HP","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.34","1189.00"
"1016","Dell","Notebook","15.6","1366x768","i3","4","128","1","Intel","Windows 10","2.18","547.00"
"1017","HP","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","1.64","779.00"
"1018","Toshiba","Notebook","13.3","1920x1080","i5","4","128","1","Intel","Windows 10","1.2","1195.00"
"1019","HP","Notebook","14","1366x768","i5","4","256","1","Intel","Windows 10","1.48","1099.99"
"1020","HP","Notebook","14","1920x1080","i5","4","256","1","Intel","Windows 10","1.95","1205.00"
"1021","HP","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 7","1.43","1449.00"
"1022","HP","Notebook","14","1920x1080","i5","8","256","1","Nvidia","Windows 10","1.64","1049.26"
"1023","HP","Notebook","14","1366x768","i3","4","512","0","Intel","Windows 10","1.64","684.00"
"1024","Dell","Gaming","15.6","1920x1080","i5","8","1024","0","Nvidia","Windows 10","2.65","949.00"
"1025","HP","Ultrabook","12.5","1920x1080","i5","4","512","0","Intel","Windows 10","1.26","1539.00"
"1026","HP","Notebook","14","1920x1080","i5","4","256","1","Intel","Windows 10","1.48","1590.00"
"1027","HP","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.54","1887.21"
"1028","HP","Notebook","13.3","1366x768","i3","4","512","0","Intel","Windows 10","1.49","800.00"
"1029","Toshiba","Notebook","13.3","1366x768","i5","8","256","1","Intel","Windows 10","1.5","1210.00"
"1030","HP","Notebook","15.6","1366x768","i3","4","256","1","Intel","Windows 10","2.04","769.99"
"1031","Lenovo","Notebook","17.3","4k","i7","16","512","1","Nvidia","Windows 7","2.4","2968.00"
"1032","Toshiba","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.47","1490.00"
"1033","HP","Notebook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.43","2229.00"
"1034","Dell","2 in 1 Convertible","15.6","1920x1080","i3","4","1024","0","Intel","Windows 10","2.08","795.99"
"1035","Toshiba","Ultrabook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.2","1590.00"
"1036","HP","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.11","1149.00"
"1037","HP","Notebook","14","1920x1080","i7","8","256","1","Nvidia","Windows 10","1.64","1185.43"
"1038","Dell","Notebook","15.6","1920x1080","i5","8","512","0","Intel","Windows 10","2.09","1046.44"
"1039","HP","Ultrabook","12.5","1366x768","i5","4","256","1","Intel","Windows 10","1.26","1559.00"
"1040","HP","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","2.31","1189.00"
"1041","HP","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","1.95","1060.00"
"1042","Dell","Ultrabook","13.3","4k","i5","8","256","1","Intel","Windows 10","1.29","1624.00"
"1043","HP","Notebook","17.3","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.63","1080.00"
"1044","HP","Notebook","14","1366x768","i5","4","256","1","Intel","Windows 10","1.64","973.00"
"1045","Acer","Notebook","15.6","1366x768","AMD","6","1024","0","AMD","Windows 10","2.1","409.00"
"1046","MSI","Gaming","17.3","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.7","1191.80"
"1047","HP","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 7","1.95","1195.00"
"1048","HP","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","1.84","1228.99"
"1049","HP","Ultrabook","12.5","1920x1080","i7","8","256","1","Intel","Windows 10","1.26","1349.00"
"1050","HP","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.04","742.00"
"1051","Toshiba","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.47","1725.00"
"1052","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 7","2.09","1062.95"
"1053","HP","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.64","1010.51"
"1054","Lenovo","2 in 1 Convertible","15.6","1920x1080","i7","4","256","1","Intel","Windows 10","1.8","847.00"
"1056","Toshiba","Notebook","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.4","1425.00"
"1057","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.3","1049.60"
"1058","HP","Notebook","14","1920x1080","i5","4","512","0","Intel","Windows 10","1.54","1000.00"
"1059","HP","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","1.84","2103.34"
"1060","HP","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 7","1.43","1469.00"
"1061","MSI","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","3.78","1545.64"
"1062","Lenovo","Gaming","17.3","1920x1080","i7","16","128","1","Nvidia","Windows 10","4.6","2289.99"
"1063","Asus","Netbook","11.6","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.2","287.90"
"1064","Lenovo","Notebook","14","4k","i7","16","256","1","Intel","Windows 7","1.1","2620.00"
"1065","HP","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","1.91","979.00"
"1066","Dell","2 in 1 Convertible","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.3","1094.00"
"1067","HP","Notebook","15.6","1366x768","i5","4","256","1","Intel","Windows 10","2.04","979.00"
"1068","Dell","Ultrabook","13.3","4k","i7","16","1024","1","Intel","Windows 10","1.2","2254.00"
"1069","HP","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.31","705.15"
"1070","HP","Notebook","15.6","1366x768","i5","4","512","0","Intel","No OS","1.96","499.00"
"1071","Acer","Notebook","15.6","1366x768","AMD","8","1024","0","AMD","Windows 10","2.4","449.00"
"1072","Dell","2 in 1 Convertible","13.3","1920x1080","i7","12","256","1","Intel","Windows 10","1.6","1299.00"
"1073","MSI","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.94","1819.00"
"1074","HP","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2.04","1070.00"
"1075","Asus","Gaming","17.3","1920x1080","i7","16","1024","0","Nvidia","No OS","4","998.00"
"1076","Dell","Notebook","15.6","1920x1080","i5","4","1024","0","Intel","Windows 10","2.25","559.00"
"1077","Dell","Notebook","15.6","1920x1080","i7","16","2048","0","AMD","Windows 10","2.32","989.99"
"1079","MSI","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","1.8","1929.00"
"1080","Dell","Ultrabook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.29","1458.00"
"1081","Asus","Gaming","17.3","1920x1080","i7","64","1024","1","Nvidia","Windows 10","3.58","3975.00"
"1082","Dell","2 in 1 Convertible","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.62","798.01"
"1083","Dell","Gaming","15.6","4k","i7","16","256","1","Nvidia","Windows 10","3.21","1329.00"
"1084","Apple","Ultrabook","12","4k","Core M","8","256","1","Intel","Mac OS X","0.920","1300.00"
"1085","Dell","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.06","481.98"
"1086","HP","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.31","1199.00"
"1087","HP","Ultrabook","12.5","1920x1080","i5","8","256","1","Intel","Windows 7","1.26","1199.00"
"1088","HP","Notebook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.49","1090.00"
"1089","Lenovo","Ultrabook","12.5","1920x1080","i7","8","256","1","Intel","Windows 10","1.3","1713.49"
"1090","Lenovo","Notebook","17.3","1600x900","i5","8","1024","0","AMD","Windows 10","3.0","659.00"
"1091","Lenovo","Notebook","15.6","1920x1080","i5","4","1024","0","Nvidia","Windows 10","2.3","977.00"
"1092","MSI","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","3.78","2499.00"
"1093","Lenovo","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.1","540.00"
"1094","HP","Notebook","15.6","1920x1080","i5","4","512","0","Intel","Windows 7","2.31","940.00"
"1095","Lenovo","Ultrabook","12.5","4k","Core M","8","512","1","Intel","Windows 10","0.99","1399.00"
"1096","Lenovo","Gaming","17.3","1920x1080","i7","32","512","1","Nvidia","Windows 10","4.6","3240.00"
"1098","HP","Ultrabook","13.3","4k","i7","16","512","1","Intel","Windows 10","1.3","2049.00"
"1099","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.18","750.00"
"1100","HP","Notebook","14","1920x1080","i5","4","512","0","Intel","Windows 7","1.54","1030.99"
"1101","HP","Workstation","15.6","1920x1080","i7","8","256","1","AMD","Windows 7","1.9","1495.00"
"1102","Lenovo","Notebook","14","1920x1080","i5","8","64","1","Intel","Windows 7","1.7","1199.00"
"1104","Acer","Notebook","15.6","1366x768","AMD","4","512","0","AMD","Windows 10","2.4","387.00"
"1105","Dell","Notebook","15.6","1366x768","Quad Core","4","512","0","Intel","Linux","2.2","393.49"
"1106","HP","Notebook","15.6","1366x768","i3","4","1024","0","Intel","No OS","1.86","345.99"
"1107","Asus","Gaming","17.3","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.7","1599.00"
"1108","Dell","Ultrabook","13.3","1920x1080","i5","4","256","1","AMD","Windows 10","1.4","818.35"
"1109","HP","Netbook","12.5","1366x768","i5","4","128","1","Intel","Windows 7","2.4","1599.00"
"1110","Acer","Notebook","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.4","799.00"
"1111","Dell","Notebook","15.6","1920x1080","i5","8","1024","0","AMD","Windows 10","2.36","638.80"
"1112","MSI","Gaming","17.3","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.6","1599.00"
"1113","HP","Notebook","15.6","1366x768","Quad Core","4","1024","0","Intel","Windows 10","1.96","500.00"
